"Inicio del informe","Fin del informe","Nombre de la campaña",Plataforma,Ubicación,"Plataforma de dispositivos","Dispositivo de la impresión",Inicio,Finalización,"Importe gastado (MXN)",Alcance,Frecuencia,Impresiones,"Clics en el enlace",Resultados,"Indicador de resultado","Costo por resultados","Costo por mil personas alcanzadas (MXN)","CPC (costo por clic en el enlace) (MXN)","Clientes potenciales","Clientes potenciales en Facebook","Registros completados","Registros completados en el sitio web","Clientes potenciales en el sitio web"
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.12,4,1,4,,,,,30,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,80.44,1553,1.0148100450741,1576,13,,,,51.79652286,6.18769231,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,2,17,1,17,,,,,117.64705882,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,3.12,31,1,31,,,,,100.64516129,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,11.54,128,1.015625,130,,,,,90.15625,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,12.93,105,1.047619047619,110,1,,,,123.14285714,12.93,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.48,14,1.0714285714286,15,1,,,,34.28571429,0.48,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.72,21,1.047619047619,22,,,,,34.28571429,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.07,7,1.1428571428571,8,,,,,10,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,5.59,75,1.0666666666667,80,1,,,,74.53333333,5.59,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,5.09,148,1.0675675675676,158,3,1,actions:onsite_conversion.lead_grouped,5.09,34.39189189,1.69666667,1,1,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,69.82,403,1.1116625310174,448,4,,,,173.25062035,17.455,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,49.38,506,1.104743083004,559,1,,,,97.58893281,49.38,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,0.71,10,1,10,,,,,71,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.42,11,1,11,,,,,38.18181818,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.36,1,1,1,,,,,360,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPod,2020-05-01,2020-05-31,0.05,1,1,1,,,,,50,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,52.97,737,1.0122116689281,746,5,2,actions:onsite_conversion.lead_grouped,26.485,71.8724559,10.594,2,2,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.09,3,1,3,,,,,30,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.06,2,1,2,,,,,30,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,47.28,830,1.010843373494,839,12,2,actions:onsite_conversion.lead_grouped,23.64,56.96385542,3.94,2,2,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,1.94,22,1,22,,,,,88.18181818,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.9,32,1,32,1,,,,28.125,0.9,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,21.09,168,1.0297619047619,173,2,1,actions:onsite_conversion.lead_grouped,21.09,125.53571429,10.545,1,1,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.95,7,1,7,,,,,135.71428571,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,25.47,134,1.0074626865672,135,1,1,actions:onsite_conversion.lead_grouped,25.47,190.07462687,25.47,1,1,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.23,10,1,10,,,,,23,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.7,20,1.1,22,,,,,35,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0,8,1,8,,,,,0,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.01,1,1,1,,,,,10,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,6.78,145,1.048275862069,152,,,,,46.75862069,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,8.21,264,1.0492424242424,277,1,,,,31.09848485,8.21,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,74.02,649,1.1463790446841,744,8,1,actions:onsite_conversion.lead_grouped,74.02,114.05238829,9.2525,1,1,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.23,5,1.2,6,,,,,46,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,77.12,678,1.1327433628319,768,4,2,actions:onsite_conversion.lead_grouped,38.56,113.74631268,19.28,2,2,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,1.17,15,1,15,,,,,78,,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.27,7,1,7,1,,,,38.57142857,0.27,,,,,
2020-05-13,2020-05-13,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.17,3,1,3,,,,,56.66666667,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,38.64,472,1.0296610169492,486,4,1,actions:onsite_conversion.lead_grouped,38.64,81.86440678,9.66,1,1,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.07,1,1,1,,,,,70,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,40.16,515,1.0330097087379,532,6,,,,77.98058252,6.69333333,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.22,5,1,5,,,,,44,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.51,8,1,8,,,,,63.75,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,33.88,103,1,103,3,1,actions:onsite_conversion.lead_grouped,33.88,328.93203883,11.29333333,1,1,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,2.31,2,1,2,,,,,1155,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,30.25,94,1.0531914893617,99,1,,,,321.80851064,30.25,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.16,12,1,12,,,,,13.33333333,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.17,14,1.2142857142857,17,,,,,12.14285714,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.08,5,1.2,6,,,,,16,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,4.36,138,1.0579710144928,146,,,,,31.5942029,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,6.26,195,1.0615384615385,207,,,,,32.1025641,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,96.23,729,1.1111111111111,810,9,1,actions:onsite_conversion.lead_grouped,96.23,132.00274348,10.69222222,1,1,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.14,2,1,2,,,,,70,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,62.46,608,1.1118421052632,676,9,1,actions:onsite_conversion.lead_grouped,62.46,102.73026316,6.94,1,1,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,1.09,10,1.2,12,,,,,109,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.06,2,1,2,,,,,30,,,,,,
2020-05-12,2020-05-12,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.01,1,1,1,,,,,10,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,36.41,712,1.0365168539326,738,7,,,,51.13764045,5.20142857,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.28,8,1,8,,,,,35,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.08,2,1,2,,,,,40,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,47.4,908,1.0242290748899,930,9,1,actions:onsite_conversion.lead_grouped,47.4,52.20264317,5.26666667,1,1,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.38,12,1,12,,,,,31.66666667,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.65,21,1,21,,,,,30.95238095,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,20.87,115,1.0173913043478,117,3,1,actions:onsite_conversion.lead_grouped,20.87,181.47826087,6.95666667,1,1,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.83,2,1,2,1,,,,415,0.83,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,19.61,157,1.0063694267516,158,,,,,124.9044586,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.03,4,1,4,,,,,7.5,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.58,25,1,25,,,,,23.2,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.15,2,1,2,,,,,75,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.06,3,1,3,,,,,20,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,4.65,175,1.0285714285714,180,,,,,26.57142857,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,10.08,333,1.0720720720721,357,5,,,,30.27027027,2.016,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,98.66,1060,1.1575471698113,1227,9,1,actions:onsite_conversion.lead_grouped,98.66,93.0754717,10.96222222,1,1,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.4,7,1,7,,,,,57.14285714,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,78.47,953,1.1416579223505,1088,2,1,actions:onsite_conversion.lead_grouped,78.47,82.33997901,39.235,1,1,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,1.4,15,1.2,18,,,,,93.33333333,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,1.2,3,1,3,,,,,400,,,,,,
2020-05-11,2020-05-11,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.07,1,1,1,,,,,70,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,46.71,767,1.0365058670143,795,5,,,,60.89960887,9.342,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.36,7,1,7,,,,,51.42857143,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.01,1,1,1,,,,,10,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,40.45,801,1.0174781523096,815,13,,,,50.49937578,3.11153846,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.81,12,1,12,,,,,67.5,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.65,19,1,19,,,,,34.21052632,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,15.55,126,1.0238095238095,129,1,,,,123.41269841,15.55,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.02,2,1,2,,,,,10,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.1,2,1,2,,,,,50,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,21.91,145,1.0413793103448,151,4,1,actions:onsite_conversion.lead_grouped,21.91,151.10344828,5.4775,1,1,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.06,4,1.25,5,,,,,15,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.65,11,1.1818181818182,13,,,,,59.09090909,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.03,3,1,3,,,,,10,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,4.4,112,1.0357142857143,116,1,,,,39.28571429,4.4,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,7.6,278,1.0359712230216,288,2,,,,27.3381295,3.8,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,82.23,750,1.1346666666667,851,7,2,actions:onsite_conversion.lead_grouped,41.115,109.64,11.74714286,2,2,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.05,1,1,1,,,,,50,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,93.43,809,1.1470951792336,928,10,,,,115.48825711,9.343,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,0.82,10,1,10,,,,,82,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.08,2,1,2,,,,,40,,,,,,
2020-05-10,2020-05-10,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.13,2,1,2,,,,,65,,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,17.13,187,1.0053475935829,188,1,1,actions:onsite_conversion.lead_grouped,17.13,91.60427807,17.13,1,1,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.16,3,1,3,,,,,53.33333333,,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,15.54,209,1.0095693779904,211,4,1,actions:onsite_conversion.lead_grouped,15.54,74.35406699,3.885,1,1,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.72,9,1,9,2,,,,80,0.36,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.98,14,1,14,,,,,70,,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,9.02,72,1.0138888888889,73,1,,,,125.27777778,9.02,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.06,2,1,2,,,,,30,,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,9.38,47,1.0425531914894,49,1,1,actions:onsite_conversion.lead_grouped,9.38,199.57446809,9.38,1,1,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.29,9,1.1111111111111,10,,,,,32.22222222,,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.51,14,1.0714285714286,15,,,,,36.42857143,,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.02,3,1,3,,,,,6.66666667,,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.03,2,1,2,,,,,15,,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,11.68,239,1.0376569037657,248,2,,,,48.87029289,5.84,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,12.73,364,1.043956043956,380,4,1,actions:onsite_conversion.lead_grouped,12.73,34.97252747,3.1825,1,1,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,140.35,1439,1.1271716469771,1622,14,2,actions:onsite_conversion.lead_grouped,70.175,97.53300903,10.025,2,2,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.17,1,1,1,,,,,170,,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.24,3,1,3,,,,,80,,,,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,104.96,862,1.1241299303944,969,10,2,actions:onsite_conversion.lead_grouped,52.48,121.76334107,10.496,2,2,,,
2020-05-09,2020-05-09,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,1.51,9,1.2222222222222,11,,,,,167.77777778,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPod,2020-05-01,2020-05-31,0.07,1,1,1,,,,,70,,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,27.55,321,1.018691588785,327,1,,,,85.82554517,27.55,,,,,
2020-05-08,2020-05-08,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.09,2,1,2,,,,,45,,,,,,
